Sura;Aya;Bagian;Arabic;Transliteration
56;3;1;خَافِضَةٌ رَّافِعَةٌ;khāfiḍatur rāfi'ah
56;4;1;اِذَا رُجَّتِ الْاَرْضُ رَجًّاۙ;iżā rujjatil-arḍu rajjā
56;5;1;وَّبُسَّتِ الْجِبَالُ بَسًّاۙ;wa bussatil-jibālu bassā
56;6;1;فَكَانَتْ هَبَاۤءً مُّنْۢبَثًّاۙ;fa kānat habā`am mumbaṡṡā
56;7;1;وَّكُنْتُمْ اَزْوَاجًا ثَلٰثَةً ۗ;wa kuntum azwājan ṡalāṡah
56;8;1;فَاَصْحٰبُ الْمَيْمَنَةِ ەۙ مَآ اَصْحٰبُ الْمَيْمَنَةِ ۗ;fa aṣ-ḥābul-maimanati mā aṣ-ḥābul-maimanah
56;9;1;وَاَصْحٰبُ الْمَشْـَٔمَةِ ەۙ مَآ اَصْحٰبُ الْمَشْـَٔمَةِ ۗ;wa aṣ-ḥābul-masy`amati mā aṣ-ḥābul-masy`amah
56;10;1;وَالسّٰبِقُوْنَ السّٰبِقُوْنَۙ;was-sābiqụnas-sābiqụn
56;11;1;اُولٰۤىِٕكَ الْمُقَرَّبُوْنَۚ;ulā`ikal-muqarrabụn
56;12;1;فِيْ جَنّٰتِ النَّعِيْمِ;fī jannātin-na'īm
56;13;1;ثُلَّةٌ مِّنَ الْاَوَّلِيْنَۙ;ṡullatum minal-awwalīn
56;14;1;وَقَلِيْلٌ مِّنَ الْاٰخِرِيْنَۗ;wa qalīlum minal-ākhirīn
56;15;1;عَلٰى سُرُرٍ مَّوْضُوْنَةٍۙ;'alā sururim mauḍụnah
56;16;1;مُّتَّكِـِٕيْنَ عَلَيْهَا مُتَقٰبِلِيْنَ;muttaki`īna 'alaihā mutaqābilīn
56;17;1;يَطُوْفُ عَلَيْهِمْ وِلْدَانٌ مُّخَلَّدُوْنَۙ;yaṭụfu 'alaihim wildānum mukhalladụn
56;18;1;بِاَكْوَابٍ وَّاَبَارِيْقَۙ وَكَأْسٍ مِّنْ مَّعِيْنٍۙ;bi`akwābiw wa abārīqa wa ka`sim mim ma'īn
56;19;1;لَّا يُصَدَّعُوْنَ عَنْهَا وَلَا يُنْزِفُوْنَۙ;lā yuṣadda'ụna 'an-hā wa lā yunzifụn
56;20;1;وَفَاكِهَةٍ مِّمَّا يَتَخَيَّرُوْنَۙ;wa fākihatim mimmā yatakhayyarụn
56;21;1;وَلَحْمِ طَيْرٍ مِّمَّا يَشْتَهُوْنَۗ;wa laḥmi ṭairim mimmā yasytahụn
56;22;1;وَحُوْرٌ عِيْنٌۙ;wa ḥụrun 'īn
56;23;1;كَاَمْثَالِ اللُّؤْلُؤِ الْمَكْنُوْنِۚ;ka`amṡālil-lu`lu`il-maknụn
56;24;1;جَزَاۤءًۢ بِمَا كَانُوْا يَعْمَلُوْنَ;jazā`am bimā kānụ ya'malụn
56;25;1;لَا يَسْمَعُوْنَ فِيْهَا لَغْوًا وَّلَا تَأْثِيْمًاۙ;lā yasma'ụna fīhā lagwaw wa lā ta`ṡīmā
56;26;1;اِلَّا قِيْلًا سَلٰمًا سَلٰمًا;illā qīlan salāman salāmā
56;27;1;وَاَصْحٰبُ الْيَمِينِ ەۙ مَآ اَصْحٰبُ الْيَمِيْنِۗ;wa aṣ-ḥābul-yamīni mā aṣ-ḥābul-yamīn
56;28;1;فِيْ سِدْرٍ مَّخْضُوْدٍۙ;fī sidrim makhḍụd
56;29;1;وَّطَلْحٍ مَّنْضُوْدٍۙ;wa ṭal-ḥim manḍụd
56;30;1;وَّظِلٍّ مَّمْدُوْدٍۙ;wa ẓillim mamdụd
56;31;1;وَّمَاۤءٍ مَّسْكُوْبٍۙ;wa mā`im maskụb
56;32;1;وَّفَاكِهَةٍ كَثِيْرَةٍۙ;wa fākihating kaṡīrah
56;33;1;لَّا مَقْطُوْعَةٍ وَّلَا مَمْنُوْعَةٍۙ;lā maqṭụ'atiw wa lā mamnụ'ah
56;34;1;وَّفُرُشٍ مَّرْفُوْعَةٍۗ;wa furusyim marfụ'ah
56;35;1;اِنَّآ اَنْشَأْنٰهُنَّ اِنْشَاۤءًۙ;innā ansya`nāhunna insyā`ā
56;36;1;فَجَعَلْنٰهُنَّ اَبْكَارًاۙ;fa ja'alnāhunna abkārā
56;37;1;عُرُبًا اَتْرَابًاۙ;'uruban atrābā
56;38;1;لِّاَصْحٰبِ الْيَمِيْنِۗ ࣖ;li`aṣ-ḥābil-yamīn
56;39;1;ثُلَّةٌ مِّنَ الْاَوَّلِيْنَۙ;ṡullatum minal-awwalīn
56;40;1;وَثُلَّةٌ مِّنَ الْاٰخِرِيْنَۗ;wa ṡullatum minal-ākhirīn
56;41;1;وَاَصْحٰبُ الشِّمَالِ ەۙ مَآ اَصْحٰبُ الشِّمَالِۗ;wa aṣ-ḥābusy-syimāli mā aṣ-ḥābusy-syimāl
56;42;1;فِيْ سَمُوْمٍ وَّحَمِيْمٍۙ;fī samụmiw wa ḥamīm
56;43;1;وَّظِلٍّ مِّنْ يَّحْمُوْمٍۙ;wa ẓillim miy yaḥmụm
56;44;1;لَّا بَارِدٍ وَّلَا كَرِيْمٍ;lā bāridiw wa lā karīm
56;45;1;اِنَّهُمْ كَانُوْا قَبْلَ ذٰلِكَ مُتْرَفِيْنَۚ;innahum kānụ qabla żālika mutrafīn
56;46;1;وَكَانُوْا يُصِرُّوْنَ عَلَى الْحِنْثِ الْعَظِيْمِۚ;wa kānụ yuṣirrụna 'alal-ḥinṡil-'aẓīm
56;47;1;وَكَانُوْا يَقُوْلُوْنَ ەۙ اَىِٕذَا مِتْنَا وَكُنَّا تُرَابًا وَّعِظَامًا ءَاِنَّا لَمَبْعُوْثُوْنَۙ;wa kānụ yaqụlụna a iżā mitnā wa kunnā turābaw wa 'iẓāman a innā lamab'ụṡụn
56;48;1;اَوَاٰبَاۤؤُنَا الْاَوَّلُوْنَ;a wa ābā`unal-awwalụn
56;49;1;قُلْ اِنَّ الْاَوَّلِيْنَ وَالْاٰخِرِيْنَۙ;qul innal-awwalīna wal-ākhirīn
56;50;1;لَمَجْمُوْعُوْنَۙ اِلٰى مِيْقَاتِ يَوْمٍ مَّعْلُوْمٍ;lamajmụ'ụna ilā mīqāti yaumim ma'lụm
56;51;1;ثُمَّ اِنَّكُمْ اَيُّهَا الضَّاۤ لُّوْنَ الْمُكَذِّبُوْنَۙ;ṡumma innakum ayyuhaḍ-ḍāllụnal-mukażżibụn
56;52;1;لَاٰكِلُوْنَ مِنْ شَجَرٍ مِّنْ زَقُّوْمٍۙ;la`ākilụna min syajarim min zaqqụm
56;53;1;فَمَالِـُٔوْنَ مِنْهَا الْبُطُوْنَۚ;fa māli`ụna min-hal-buṭụn
56;54;1;فَشَارِبُوْنَ عَلَيْهِ مِنَ الْحَمِيْمِۚ;fa syāribụna 'alaihi minal-ḥamīm
56;55;1;فَشَارِبُوْنَ شُرْبَ الْهِيْمِۗ;fa syāribụna syurbal-hīm
56;56;1;هٰذَا نُزُلُهُمْ يَوْمَ الدِّيْنِۗ;hāżā nuzuluhum yaumad-dīn
56;57;1;نَحْنُ خَلَقْنٰكُمْ فَلَوْلَا تُصَدِّقُوْنَ;naḥnu khalaqnākum falau lā tuṣaddiqụn
56;58;1;اَفَرَءَيْتُمْ مَّا تُمْنُوْنَۗ;a fa ra`aitum mā tumnụn
56;59;1;ءَاَنْتُمْ تَخْلُقُوْنَهٗٓ اَمْ نَحْنُ الْخَالِقُوْنَ;a antum takhluqụnahū am naḥnul-khāliqụn
56;60;1;نَحْنُ قَدَّرْنَا بَيْنَكُمُ الْمَوْتَ وَمَا نَحْنُ بِمَسْبُوْقِيْنَۙ;naḥnu qaddarnā bainakumul-mauta wa mā naḥnu bimasbụqīn
56;61;1;عَلٰٓى اَنْ نُّبَدِّلَ اَمْثَالَكُمْ وَنُنْشِئَكُمْ فِيْ مَا لَا تَعْلَمُوْنَ;'alā an nubaddila amṡālakum wa nunsyi`akum fī mā lā ta'lamụn
56;62;1;وَلَقَدْ عَلِمْتُمُ النَّشْاَةَ الْاُوْلٰى فَلَوْلَا تَذَكَّرُوْنَ;wa laqad 'alimtumun-nasy`atal-ụlā falau lā tażakkarụn
56;63;1;اَفَرَءَيْتُمْ مَّا تَحْرُثُوْنَۗ;a fa ra`aitum mā taḥruṡụn
56;64;1;ءَاَنْتُمْ تَزْرَعُوْنَهٗٓ اَمْ نَحْنُ الزَّارِعُوْنَ;a antum tazra'ụnahū am naḥnuz-zāri'ụn
56;65;1;لَوْ نَشَاۤءُ لَجَعَلْنٰهُ حُطَامًا فَظَلْتُمْ تَفَكَّهُوْنَۙ;lau nasyā`u laja'alnāhu huṭāman fa ẓaltum tafakkahụn
56;66;1;اِنَّا لَمُغْرَمُوْنَۙ;innā lamugramụn
56;67;1;بَلْ نَحْنُ مَحْرُوْمُوْنَ;bal naḥnu mahrụmụn
56;68;1;اَفَرَءَيْتُمُ الْمَاۤءَ الَّذِيْ تَشْرَبُوْنَۗ;a fa ra`aitumul-mā`allażī tasyrabụn
56;69;1;ءَاَنْتُمْ اَنْزَلْتُمُوْهُ مِنَ الْمُزْنِ اَمْ نَحْنُ الْمُنْزِلُوْنَ;a antum anzaltumụhu minal-muzni am naḥnul-munzilụn
56;70;1;لَوْ نَشَاۤءُ جَعَلْنٰهُ اُجَاجًا فَلَوْلَا تَشْكُرُوْنَ;lau nasyā`u ja'alnāhu ujājan falau lā tasykurụn
56;71;1;اَفَرَءَيْتُمُ النَّارَ الَّتِيْ تُوْرُوْنَۗ;a fa ra`aitumun-nārallatī tụrụn
56;72;1;ءَاَنْتُمْ اَنْشَأْتُمْ شَجَرَتَهَآ اَمْ نَحْنُ الْمُنْشِـُٔوْنَ;a antum ansya`tum syajaratahā am naḥnul-munsyi`ụn
56;73;1;نَحْنُ جَعَلْنٰهَا تَذْكِرَةً وَّمَتَاعًا لِّلْمُقْوِيْنَۚ;naḥnu ja'alnāhā tażkirataw wa matā'al lil-muqwīn
56;74;1;فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيْمِ ࣖ;fa sabbiḥ bismi rabbikal-'aẓīm
56;75;1;فَلَآ اُقْسِمُ بِمَوٰقِعِ النُّجُوْمِ;fa lā uqsimu bimawāqi'in-nujụm
56;76;1;وَاِنَّهٗ لَقَسَمٌ لَّوْ تَعْلَمُوْنَ عَظِيْمٌۙ;wa innahụ laqasamul lau ta'lamụna 'aẓīm
56;77;1;اِنَّهٗ لَقُرْاٰنٌ كَرِيْمٌۙ;innahụ laqur`ānung karīm
56;78;1;فِيْ كِتٰبٍ مَّكْنُوْنٍۙ;fī kitābim maknụn
56;79;1;لَّا يَمَسُّهٗٓ اِلَّا الْمُطَهَّرُوْنَۙ;lā yamassuhū illal-muṭahharụn
56;80;1;تَنْزِيْلٌ مِّنْ رَّبِّ الْعٰلَمِيْنَ;tanzīlum mir rabbil-'ālamīn
56;81;1;اَفَبِهٰذَا الْحَدِيْثِ اَنْتُمْ مُّدْهِنُوْنَ;a fa bihāżal-ḥadīṡi antum mud-hinụn
56;82;1;وَتَجْعَلُوْنَ رِزْقَكُمْ اَنَّكُمْ تُكَذِّبُوْنَ;wa taj'alụna rizqakum annakum tukażżibụn
56;83;1;فَلَوْلَآ اِذَا بَلَغَتِ الْحُلْقُوْمَۙ;falau lā iżā balagatil-ḥulqụm
56;84;1;وَاَنْتُمْ حِيْنَىِٕذٍ تَنْظُرُوْنَۙ;wa antum ḥīna`iżin tanẓurụn
56;85;1;وَنَحْنُ اَقْرَبُ اِلَيْهِ مِنْكُمْ وَلٰكِنْ لَّا تُبْصِرُوْنَ;wa naḥnu aqrabu ilaihi mingkum wa lākil lā tubṣirụn
56;86;1;فَلَوْلَآ اِنْ كُنْتُمْ غَيْرَ مَدِيْنِيْنَۙ;falau lā ing kuntum gaira madīnīn
56;87;1;تَرْجِعُوْنَهَآ اِنْ كُنْتُمْ صٰدِقِيْنَ;tarji'ụnahā ing kuntum ṣādiqīn
56;88;1;فَاَمَّآ اِنْ كَانَ مِنَ الْمُقَرَّبِيْنَۙ;fa ammā ing kāna minal-muqarrabīn
56;89;1;فَرَوْحٌ وَّرَيْحَانٌ ەۙ وَّجَنَّتُ نَعِيْمٍ;fa rauḥuw wa raiḥānuw wa jannatu na'īm
56;90;1;وَاَمَّآ اِنْ كَانَ مِنْ اَصْحٰبِ الْيَمِيْنِۙ;wa ammā ing kāna min aṣ-ḥābil-yamīn
56;91;1;فَسَلٰمٌ لَّكَ مِنْ اَصْحٰبِ الْيَمِيْنِۗ;fa salāmul laka min aṣ-ḥābil-yamīn
56;92;1;وَاَمَّآ اِنْ كَانَ مِنَ الْمُكَذِّبِيْنَ الضَّاۤلِّيْنَۙ;wa ammā ing kāna minal-mukażżibīnaḍ-ḍāllīn
56;93;1;فَنُزُلٌ مِّنْ حَمِيْمٍۙ;fa nuzulum min ḥamīm
56;94;1;وَّتَصْلِيَةُ جَحِيْمٍ;wa taṣliyatu jaḥīm
56;95;1;اِنَّ هٰذَا لَهُوَ حَقُّ الْيَقِيْنِۚ;inna hāżā lahuwa ḥaqqul-yaqīn
56;96;1;فَسَبِّحْ بِاسْمِ رَبِّكَ الْعَظِيْمِ ࣖ;fa sabbiḥ bismi rabbikal-'aẓīm
57;1;1;سَبَّحَ لِلّٰهِ مَا فِى السَّمٰوٰتِ وَالْاَرْضِۚ وَهُوَ الْعَزِيْزُ الْحَكِيْمُ;sabbaḥa lillāhi mā fis-samāwāti wal-arḍ, wa huwal-'azīzul-ḥakīm
57;2;1;لَهٗ مُلْكُ السَّمٰوٰتِ وَالْاَرْضِۚ يُحْيٖ وَيُمِيْتُۚ وَهُوَ عَلٰى كُلِّ شَيْءٍ قَدِيْرٌ;lahụ mulkus-samāwāti wal-arḍ, yuḥyī wa yumīt, wa huwa 'alā kulli syai`ing qadīr
57;3;1;هُوَ الْاَوَّلُ وَالْاٰخِرُ وَالظَّاهِرُ وَالْبَاطِنُۚ وَهُوَ بِكُلِّ شَيْءٍ عَلِيْمٌ;huwal-awwalu wal-ākhiru waẓ-ẓāhiru wal-bāṭin, wa huwa bikulli syai`in 'alīm
57;4;1;هُوَ الَّذِيْ خَلَقَ السَّمٰوٰتِ وَالْاَرْضَ فِيْ سِتَّةِ اَيَّامٍ ثُمَّ;huwallażī khalaqas-samāwāti wal-arḍa fī sittati ayyāmin ṡumm
57;4;2;اسْتَوٰى عَلَى الْعَرْشِۚ يَعْلَمُ مَا يَلِجُ فِى الْاَرْضِ وَمَا يَخْرُجُ;stawā 'alal-'arsy, ya'lamu mā yaliju fil-arḍi wa mā yakhru
57;4;3;مِنْهَا وَمَا يَنْزِلُ مِنَ السَّمَاۤءِ وَمَا يَعْرُجُ فِيْهَاۗ وَهُوَ مَعَكُمْ;hā wa mā yanzilu minas-samā`i wa mā ya'ruju fīhā, wa huwa ma'akum
57;4;4;اَيْنَ مَا كُنْتُمْۗ وَاللّٰهُ بِمَا تَعْمَلُوْنَ بَصِيْرٌۗ;m aina mā kuntum, wallāhu bimā ta'malụna baṣīr
57;5;1;لَهٗ مُلْكُ السَّمٰوٰتِ وَالْاَرْضِۗ وَاِلَى اللّٰهِ تُرْجَعُ الْاُمُوْرُ;lahụ mulkus-samāwāti wal-arḍ, wa ilallāhi turja'ul-umụr
57;6;1;يُوْلِجُ الَّيْلَ فِى النَّهَارِ وَيُوْلِجُ النَّهَارَ فِى الَّيْلِۗ وَهُوَ عَلِيْمٌ ۢبِذَاتِ الصُّدُوْرِ;yụlijul-laila fin-nahāri wa yụlijun-nahāra fil-laīl, wa huwa 'alīmum biżātiṣ-ṣudụr
57;7;1;اٰمِنُوْا بِاللّٰهِ وَرَسُوْلِهٖ وَاَنْفِقُوْا مِمَّا جَعَلَكُمْ مُّسْتَخْلَفِيْنَ;āminụ billāhi wa rasụlihī wa anfiqụ mimmā ja'alakum mustakhlafī
57;7;2;فِيْهِۗ فَالَّذِيْنَ اٰمَنُوْا مِنْكُمْ وَاَنْفَقُوْا لَهُمْ اَجْرٌ كَبِيْرٌ;fīh, fallażīna āmanụ mingkum wa anfaqụ lahum ajrung kabīr
57;8;1;وَمَا لَكُمْ لَا تُؤْمِنُوْنَ بِاللّٰهِ ۚوَالرَّسُوْلُ يَدْعُوْكُمْ لِتُؤْمِنُوْا;wa mā lakum lā tu`minụna billāh, war-rasụlu yad'ụkum litu`mi
57;8;2;بِرَبِّكُمْ وَقَدْ اَخَذَ مِيْثَاقَكُمْ اِنْ كُنْتُمْ مُّؤْمِنِيْنَ;birabbikum wa qad akhaża mīṡāqakum ing kuntum mu`minī
57;9;1;هُوَ الَّذِيْ يُنَزِّلُ عَلٰى عَبْدِهٖٓ اٰيٰتٍۢ بَيِّنٰتٍ لِّيُخْرِجَكُمْ مِّنَ;huwallażī yunazzilu 'alā 'abdihī āyātim bayyinātil liyukhrijakum min
57;9;2;الظُّلُمٰتِ اِلَى النُّوْرِۗ وَاِنَّ اللّٰهَ بِكُمْ لَرَءُوْفٌ رَّحِيْمٌ;aẓ-ẓulumāti ilan-nụr, wa innallāha bikum lara`ụfur raḥīm
57;10;1;وَمَا لَكُمْ اَلَّا تُنْفِقُوْا فِيْ سَبِيْلِ اللّٰهِ وَلِلّٰهِ مِيْرَاثُ السَّمٰوٰتِ;wa mā lakum allā tunfiqụ fī sabīlillāhi wa lillāhi mīrāṡus-samāwā
57;10;2;وَالْاَرْضِۗ لَا يَسْتَوِيْ مِنْكُمْ مَّنْ اَنْفَقَ مِنْ قَبْلِ الْفَتْحِ وَقَاتَلَۗ;arḍ, lā yastawī mingkum man anfaqa ming qablil-fat-ḥi wa qātal
57;10;3;اُولٰۤىِٕكَ اَعْظَمُ دَرَجَةً مِّنَ الَّذِيْنَ اَنْفَقُوْا مِنْۢ بَعْدُ وَقَاتَلُوْاۗ; ulā`ika a'ẓamu darajatam minallażīna anfaqụ mim ba'du wa qātal
57;10;4;وَكُلًّا وَّعَدَ اللّٰهُ الْحُسْنٰىۗ وَاللّٰهُ بِمَا تَعْمَلُوْنَ خَبِيْرٌ ࣖ; wa kullaw wa'adallāhul-ḥusnā, wallāhu bimā ta'malụna khabīr
57;11;1;مَنْ ذَا الَّذِيْ يُقْرِضُ اللّٰهَ قَرْضًا حَسَنًا فَيُضٰعِفَهٗ لَهٗ وَلَهٗٓ اَجْرٌ كَرِيْمٌ;man żallażī yuqriḍullāha qarḍan ḥasanan fa yuḍā'ifahụ lahụ wa lahū ajrung karīm
57;12;1;يَوْمَ تَرَى الْمُؤْمِنِيْنَ وَالْمُؤْمِنٰتِ يَسْعٰى نُوْرُهُمْ بَيْنَ اَيْدِيْهِمْ;yauma taral-mu`minīna wal-mu`mināti yas'ā nụruhum baina aidīh
57;12;2;وَبِاَيْمَانِهِمْ بُشْرٰىكُمُ الْيَوْمَ جَنّٰتٌ تَجْرِيْ مِنْ تَحْتِهَا الْاَنْهٰرُ;`aimānihim busyrākumul-yauma jannātun tajrī min taḥtihal-an-hāru
57;12;3;خٰلِدِيْنَ فِيْهَاۗ ذٰلِكَ هُوَ الْفَوْزُ الْعَظِيْمُۚ;khālidīna fīhā, żālika huwal-fauzul-'aẓī
57;13;1;يَوْمَ يَقُوْلُ الْمُنٰفِقُوْنَ وَالْمُنٰفِقٰتُ لِلَّذِيْنَ اٰمَنُوا;yauma yaqụlul-munāfiqụna wal-munāfiqātu lillażīna āma
57;13;2;انْظُرُوْنَا نَقْتَبِسْ مِنْ نُّوْرِكُمْۚ قِيْلَ ارْجِعُوْا وَرَاۤءَكُمْ;nunẓurụnā naqtabis min nụrikum, qīlarji'ụ warā`akum
57;13;3;فَالْتَمِسُوْا نُوْرًاۗ فَضُرِبَ بَيْنَهُمْ بِسُوْرٍ لَّهٗ بَابٌۗ بَاطِنُهٗ; faltamisụ nụrā, fa ḍuriba bainahum bisụril lahụ bāb, bāṭinuh
57;13;4;فِيْهِ الرَّحْمَةُ وَظَاهِرُهٗ مِنْ قِبَلِهِ الْعَذَابُۗ;fīhir-raḥmatu wa ẓāhiruhụ ming qibalihil-'aż
57;14;1;يُنَادُوْنَهُمْ اَلَمْ نَكُنْ مَّعَكُمْۗ قَالُوْا بَلٰى وَلٰكِنَّكُمْ فَتَنْتُمْ;yunādụnahum a lam nakum ma'akum, qālụ balā wa lākinnakum fatan
57;14;2;اَنْفُسَكُمْ وَتَرَبَّصْتُمْ وَارْتَبْتُمْ وَغَرَّتْكُمُ الْاَمَانِيُّ;anfusakum wa tarabbaṣtum wartabtum wa garratkumul-amān
57;14;3;حَتّٰى جَاۤءَ اَمْرُ اللّٰهِ وَغَرَّكُمْ بِاللّٰهِ الْغَرُوْرُ;ḥattā jā`a amrullāhi wa garrakum billāhil-garụr
57;15;1;فَالْيَوْمَ لَا يُؤْخَذُ مِنْكُمْ فِدْيَةٌ وَّلَا مِنَ الَّذِيْنَ كَفَرُوْاۗ;fal-yauma lā yu`khażu mingkum fidyatuw wa lā minallażīna kafa
57;15;2;مَأْوٰىكُمُ النَّارُۗ هِيَ مَوْلٰىكُمْۗ وَبِئْسَ الْمَصِيْرُ;ma`wākumun-nār, hiya maulākum, wa bi`sal-maṣ
57;16;1;اَلَمْ يَأْنِ لِلَّذِيْنَ اٰمَنُوْٓا اَنْ تَخْشَعَ قُلُوْبُهُمْ لِذِكْرِ اللّٰهِ وَمَا;lam ya`ni lillażīna āmanū an takhsya'a qulụbuhum liżikrillāhi wa mā
57;16;2;نَزَلَ مِنَ الْحَقِّۙ وَلَا يَكُوْنُوْا كَالَّذِيْنَ اُوْتُوا الْكِتٰبَ مِنْ قَبْلُ فَطَالَ;nazala minal-ḥaqqi wa lā yakụnụ kallażīna ụtul-kitāba ming qablu fa
57;16;3;عَلَيْهِمُ الْاَمَدُ فَقَسَتْ قُلُوْبُهُمْۗ وَكَثِيْرٌ مِّنْهُمْ فٰسِقُوْنَ;'alaihimul-amadu fa qasat qulụbuhum, wa kaṡīrum min-hum fās
57;17;1;اِعْلَمُوْٓا اَنَّ اللّٰهَ يُحْيِ الْاَرْضَ بَعْدَ مَوْتِهَاۗ;i'lamū annallāha yuḥyil-arḍa ba'da mautihā
57;17;2;قَدْ بَيَّنَّا لَكُمُ الْاٰيٰتِ لَعَلَّكُمْ تَعْقِلُوْنَ;qad bayyannā lakumul-āyāti la'allakum ta'qilụn
57;18;1;اِنَّ الْمُصَّدِّقِيْنَ وَالْمُصَّدِّقٰتِ وَاَقْرَضُوا اللّٰهَ;nal-muṣṣaddiqīna wal-muṣṣaddiqāti wa aqraḍullāh
57;18;2;قَرْضًا حَسَنًا يُّضٰعَفُ لَهُمْ وَلَهُمْ اَجْرٌ كَرِيْمٌ;qarḍan ḥasanay yuḍā'afu lahum wa lahum ajrung karīm
57;19;1;وَالَّذِيْنَ اٰمَنُوْا بِاللّٰهِ وَرُسُلِهٖٓ اُولٰۤىِٕكَ هُمُ الصِّدِّيْقُوْنَ;llażīna āmanụ billāhi wa rusulihī ulā`ika humuṣ-ṣiddīqụna
57;19;2;ۖوَالشُّهَدَاۤءُ عِنْدَ رَبِّهِمْۗ لَهُمْ اَجْرُهُمْ وَنُوْرُهُمْۗ وَالَّذِيْنَ;sy-syuhadā`u 'inda rabbihim, lahum ajruhum wa nụruhum, wallażīna
57;19;3;كَفَرُوْا وَكَذَّبُوْا بِاٰيٰتِنَآ اُولٰۤىِٕكَ اَصْحٰبُ الْجَحِيْمِ ࣖ;kafarụ wa każżabụ bi`āyātinā ulā`ika aṣ-ḥābul-jaḥ
57;20;1;اِعْلَمُوْٓا اَنَّمَا الْحَيٰوةُ الدُّنْيَا لَعِبٌ وَّلَهْوٌ وَّزِيْنَةٌ وَّتَفَاخُرٌۢ بَيْنَكُمْ;i'lamū annamal-ḥayātud-dun-yā la'ibuw wa lahwuw wa zīnatuw wa tafākhurum bain
57;20;2;وَتَكَاثُرٌ فِى الْاَمْوَالِ وَالْاَوْلَادِۗ كَمَثَلِ غَيْثٍ اَعْجَبَ الْكُفَّارَ نَبَاتُهٗ ثُمَّ;takāṡurun fil-amwāli wal-aulād, kamaṡali gaiṡin a'jabal-kuffāra nabātuhụ ṡum
57;20;3;يَهِيْجُ فَتَرٰىهُ مُصْفَرًّا ثُمَّ يَكُوْنُ حُطَامًاۗ وَفِى الْاٰخِرَةِ عَذَابٌ شَدِيْدٌۙ وَّمَغْفِرَةٌ;yahīju fa tarāhu muṣfarran ṡumma yakụnu huṭāmā, wa fil-ākhirati 'ażābun syadīduw wa magfir
57;20;4;مِّنَ اللّٰهِ وَرِضْوَانٌ ۗوَمَا الْحَيٰوةُ الدُّنْيَآ اِلَّا مَتَاعُ الْغُرُوْرِ;minallāhi wa riḍwān, wa mal-ḥayātud-dun-yā illā matā'ul-gur
57;21;1;سَابِقُوْٓا اِلٰى مَغْفِرَةٍ مِّنْ رَّبِّكُمْ وَجَنَّةٍ عَرْضُهَا كَعَرْضِ السَّمَاۤءِ;sābiqū ilā magfiratim mir rabbikum wa jannatin 'arḍuhā ka'arḍis-samā`i
57;21;2;وَالْاَرْضِۙ اُعِدَّتْ لِلَّذِيْنَ اٰمَنُوْا بِاللّٰهِ وَرُسُلِهٖۗ ذٰلِكَ فَضْلُ;l-arḍi u'iddat lillażīna āmanụ billāhi wa rusulih, żālika faḍl
57;21;3;اللّٰهِ يُؤْتِيْهِ مَنْ يَّشَاۤءُ ۚوَاللّٰهُ ذُو الْفَضْلِ الْعَظِيْمِ;ullāhi yu`tīhi may yasyā`, wallāhu żul-faḍlil-'aẓīm
57;22;1;مَآ اَصَابَ مِنْ مُّصِيْبَةٍ فِى الْاَرْضِ وَلَا فِيْٓ اَنْفُسِكُمْ اِلَّا فِيْ;mā aṣāba mim muṣībatin fil-arḍi wa lā fī anfusikum illā 
57;22;2;كِتٰبٍ مِّنْ قَبْلِ اَنْ نَّبْرَاَهَا ۗاِنَّ ذٰلِكَ عَلَى اللّٰهِ يَسِيْرٌۖ; kitābim ming qabli an nabra`ahā, inna żālika 'alallāhi yasīr
57;23;1;لِّكَيْلَا تَأْسَوْا عَلٰى مَا فَاتَكُمْ وَلَا تَفْرَحُوْا بِمَآ;likai lā ta`sau 'alā mā fātakum wa lā tafraḥụ bim
57;23;2;اٰتٰىكُمْ ۗوَاللّٰهُ لَا يُحِبُّ كُلَّ مُخْتَالٍ فَخُوْرٍۙ;ā ātākum, wallāhu lā yuḥibbu kulla mukhtālin fakhụr
57;24;1;ۨالَّذِيْنَ يَبْخَلُوْنَ وَيَأْمُرُوْنَ النَّاسَ بِالْبُخْلِ;lażīna yabkhalụna wa ya`murụnan-nāsa bil-bukhl
57;24;2;ۗوَمَنْ يَّتَوَلَّ فَاِنَّ اللّٰهَ هُوَ الْغَنِيُّ الْحَمِيْدُ; may yatawalla fa innallāha huwal-ganiyyul-ḥamī
57;25;1;لَقَدْ اَرْسَلْنَا رُسُلَنَا بِالْبَيِّنٰتِ وَاَنْزَلْنَا مَعَهُمُ الْكِتٰبَ;laqad arsalnā rusulanā bil-bayyināti wa anzalnā ma'ahumul-kitā
57;25;2;وَالْمِيْزَانَ لِيَقُوْمَ النَّاسُ بِالْقِسْطِۚ وَاَنْزَلْنَا الْحَدِيْدَ;l-mīzāna liyaqụman-nāsu bil-qisṭ, wa anzalnal-ḥadīd
57;25;3;فِيْهِ بَأْسٌ شَدِيْدٌ وَّمَنَافِعُ لِلنَّاسِ وَلِيَعْلَمَ اللّٰهُ مَنْ يَّنْصُرُهٗ;fīhi ba`sun syadīduw wa manāfi'u lin-nāsi wa liya'lamallāhu may yanṣur
