sura;aya;kemenag;transliteration_id;transcript
79;11;ءَاِذَا كُنَّا عِظَامًا نَّخِرَةً ۗ;a iżā kunnā 'iẓāman nakhirah;a i żā kun nā 'i ẓā man na khi rah
79;12;قَالُوْا تِلْكَ اِذًا كَرَّةٌ خَاسِرَةٌ  ۘ;qālụ tilka iżang karratun khāsirah;qā lụ til ka i żang kar ra tun khā si rah
79;13;فَاِنَّمَا هِيَ زَجْرَةٌ وَّاحِدَةٌۙ;fa innamā hiya zajratuw wāḥidah;fa in na mā hi ya zaj ra tuw wā ḥi dah
79;14;فَاِذَا هُمْ بِالسَّاهِرَةِۗ;fa iżā hum bis-sāhirah;fa i żā hum bis sā hi rah
79;15;هَلْ اَتٰىكَ حَدِيْثُ مُوْسٰىۘ;hal atāka ḥadīṡu mụsā;hal a tā ka ḥa dī ṡu mụ sā
79;16;اِذْ نَادٰىهُ رَبُّهٗ بِالْوَادِ الْمُقَدَّسِ طُوًىۚ;iż nādāhu rabbuhụ bil-wādil-muqaddasi ṭuwā;iż nā dā hu rab bu hụ bil wā dil mu qad da si ṭu wā
79;17;اِذْهَبْ اِلٰى فِرْعَوْنَ اِنَّهٗ طَغٰىۖ;iż-hab ilā fir'auna innahụ ṭagā;iż hab i lā fir 'au na in na hụ ṭa gā
79;18;فَقُلْ هَلْ لَّكَ اِلٰٓى اَنْ تَزَكّٰىۙ;fa qul hal laka ilā an tazakkā;fa qul hal la ka i lā an ta zak kā
79;19;وَاَهْدِيَكَ اِلٰى رَبِّكَ فَتَخْشٰىۚ;wa ahdiyaka ilā rabbika fa takhsyā;wa ah di ya ka i lā rab bi ka fa takh syā
79;20;فَاَرٰىهُ الْاٰيَةَ الْكُبْرٰىۖ;fa arāhul-āyatal-kubrā;fa a rā hul ā ya tal kub rā
79;21;فَكَذَّبَ وَعَصٰىۖ;fa każżaba wa 'aṣā;fa każ ża ba wa 'a ṣā
79;22;ثُمَّ اَدْبَرَ يَسْعٰىۖ;ṡumma adbara yas'ā;ṡum ma ad ba ra yas 'ā
79;23;فَحَشَرَ فَنَادٰىۖ;fa ḥasyara fa nādā;fa ḥa sya ra fa nā dā
79;24;فَقَالَ اَنَا۠ رَبُّكُمُ الْاَعْلٰىۖ;fa qāla ana rabbukumul-a'lā;fa qā la a na rab bu ku mul a' lā
79;25;فَاَخَذَهُ اللّٰهُ نَكَالَ الْاٰخِرَةِ وَالْاُوْلٰىۗ;fa akhażahullāhu nakālal-ākhirati wal-ụlā;fa a kha ża hull llā hu na kā lal ā khi ra ti wal ụ lā
79;26;اِنَّ فِيْ ذٰلِكَ لَعِبْرَةً لِّمَنْ يَّخْشٰى ۗ ࣖ;inna fī żālika la'ibratal limay yakhsyā;in na fī żā li ka la 'ib ra tal li may yakh syā
79;27;ءَاَنْتُمْ اَشَدُّ خَلْقًا اَمِ السَّمَاۤءُ ۚ بَنٰىهَاۗ;"a antum asyaddu khalqan amis-samā`, banāhā";"a an tum a syad du khal qan a mis sa mā` , ba nā hā"
79;28;رَفَعَ سَمْكَهَا فَسَوّٰىهَاۙ;rafa'a samkahā fa sawwāhā;ra fa 'a sam ka hā fa saw wā hā
79;29;وَاَغْطَشَ لَيْلَهَا وَاَخْرَجَ ضُحٰىهَاۖ;wa agṭasya lailahā wa akhraja ḍuḥāhā;wa ag ṭa sya lai la hā wa akh ra ja ḍu ḥā hā
79;30;وَالْاَرْضَ بَعْدَ ذٰلِكَ دَحٰىهَاۗ;wal-arḍa ba'da żālika daḥāhā;wal ar ḍa ba' da żā li ka da ḥā hā
79;31;اَخْرَجَ مِنْهَا مَاۤءَهَا وَمَرْعٰىهَاۖ;akhraja min-hā mā`ahā wa mar'āhā;akh ra ja min hā mā `a hā wa mar 'ā hā
79;32;وَالْجِبَالَ اَرْسٰىهَاۙ;wal-jibāla arsāhā;wal ji bā la ar sā hā
79;33;مَتَاعًا لَّكُمْ وَلِاَنْعَامِكُمْۗ;matā'al lakum wa li`an'āmikum;ma tā 'al la kum wa li `an 'ā mi kum
79;34;فَاِذَا جَاۤءَتِ الطَّاۤمَّةُ الْكُبْرٰىۖ;fa iżā jā`atiṭ-ṭāmmatul-kubrā;fa i żā jā `a tiṭ ṭām ma tul kub rā
79;35;يَوْمَ يَتَذَكَّرُ الْاِنْسَانُ مَا سَعٰىۙ;yauma yatażakkarul-insānu mā sa'ā;yau ma ya ta żak ka rul in sā nu mā sa 'ā
79;36;وَبُرِّزَتِ الْجَحِيْمُ لِمَنْ يَّرٰى;wa burrizatil-jaḥīmu limay yarā;wa bur ri za til ja ḥī mu li may ya rā
79;37;فَاَمَّا مَنْ طَغٰىۖ;fa ammā man ṭagā;fa am mā man ṭa gā
79;38;وَاٰثَرَ الْحَيٰوةَ الدُّنْيَاۙ;wa āṡaral-ḥayātad-dun-yā;wa ā ṡa ral ḥa yā tad dun yā
79;39;فَاِنَّ الْجَحِيْمَ هِيَ الْمَأْوٰىۗ;fa innal-jaḥīma hiyal-ma`wā;fa in nal ja ḥī ma hi yal ma` wā
79;40;وَاَمَّا مَنْ خَافَ مَقَامَ رَبِّهٖ وَنَهَى النَّفْسَ عَنِ الْهَوٰىۙ;wa ammā man khāfa maqāma rabbihī wa nahan-nafsa 'anil-hawā;wa am mā man khā fa ma qā ma rab bi hī wa na han naf sa 'a nil ha wā
79;41;فَاِنَّ الْجَنَّةَ هِيَ الْمَأْوٰىۗ;fa innal-jannata hiyal-ma`wā;fa in nal jan na ta hi yal ma` wā
79;42;يَسْـَٔلُوْنَكَ عَنِ السَّاعَةِ اَيَّانَ مُرْسٰىهَاۗ;yas`alụnaka 'anis-sā'ati ayyāna mursāhā;yas `a lụ na ka 'a nis sā 'a ti ay yā na mur sā hā
79;43;فِيْمَ اَنْتَ مِنْ ذِكْرٰىهَاۗ;fīma anta min żikrāhā;fī ma an ta min żik rā hā
79;44;اِلٰى رَبِّكَ مُنْتَهٰىهَاۗ;ilā rabbika muntahāhā;i lā rab bi ka mun ta hā hā
79;45;اِنَّمَآ اَنْتَ مُنْذِرُ مَنْ يَّخْشٰىهَاۗ;innamā anta munżiru may yakhsyāhā;in na mā an ta mun żi ru may yakh syā hā
79;46;كَاَنَّهُمْ يَوْمَ يَرَوْنَهَا لَمْ يَلْبَثُوْٓا اِلَّا عَشِيَّةً اَوْ ضُحٰىهَا ࣖ;ka`annahum yauma yaraunahā lam yalbaṡū illā 'asyiyyatan au ḍuḥāhā;ka `an na hum yau ma ya rau na hā lam yal ba ṡū il lā 'a syiy ya tan au ḍu ḥā hā
80;1;عَبَسَ وَتَوَلّٰىٓۙ;'abasa wa tawallā;a ba sa wa ta wal lā
80;2;اَنْ جَاۤءَهُ الْاَعْمٰىۗ;an jā`ahul-a'mā;an jā `a hul a' mā
80;3;وَمَا يُدْرِيْكَ لَعَلَّهٗ يَزَّكّٰىٓۙ;wa mā yudrīka la'allahụ yazzakkā;wa mā yud rī ka la 'al la hụ yaz zak kā
80;4;اَوْ يَذَّكَّرُ فَتَنْفَعَهُ الذِّكْرٰىۗ;au yażżakkaru fa tanfa'ahuż-żikrā;au yaż żak ka ru fa tan fa 'a huż żik rā
80;5;اَمَّا مَنِ اسْتَغْنٰىۙ;ammā manistagnā;am mā ma nis tag nā
80;6;فَاَنْتَ لَهٗ تَصَدّٰىۗ;fa anta lahụ taṣaddā;fa an ta la hụ ta ṣad dā
80;7;وَمَا عَلَيْكَ اَلَّا يَزَّكّٰىۗ;wa mā 'alaika allā yazzakkā;wa mā 'a lai ka al lā yaz zak kā
80;8;وَاَمَّا مَنْ جَاۤءَكَ يَسْعٰىۙ;wa ammā man jā`aka yas'ā;wa am mā man jā `a ka yas 'ā
80;9;وَهُوَ يَخْشٰىۙ;wa huwa yakhsyā;wa hu wa yakh syā
80;10;فَاَنْتَ عَنْهُ تَلَهّٰىۚ;fa anta 'an-hu talahhā;fa an ta 'an hu ta lah hā
80;11;كَلَّآ اِنَّهَا تَذْكِرَةٌ ۚ;kallā innahā tażkirah;kal lā in na hā taż ki rah
80;12;فَمَنْ شَاۤءَ ذَكَرَهٗ ۘ;fa man syā`a żakarah;fa man syā `a ża ka rah
80;13;فِيْ صُحُفٍ مُّكَرَّمَةٍۙ;fī ṣuḥufim mukarramah;fī ṣu ḥu fim mu kar ra mah
80;14;مَّرْفُوْعَةٍ مُّطَهَّرَةٍ ۢ ۙ;marfụ'atim muṭahharah;mar fụ 'a tim mu ṭah ha rah
80;15;بِاَيْدِيْ سَفَرَةٍۙ;bi`aidī safarah;bi `ai dī sa fa rah
80;16;كِرَامٍۢ بَرَرَةٍۗ;kirāmim bararah;ki rā mim ba ra rah
80;17;قُتِلَ الْاِنْسَانُ مَآ اَكْفَرَهٗۗ;qutilal-insānu mā akfarah;qu ti lal in sā nu mā ak fa rah
80;18;مِنْ اَيِّ شَيْءٍ خَلَقَهٗۗ;min ayyi syai`in khalaqah;min ay yi syai `in kha la qah
80;19;مِنْ نُّطْفَةٍۗ خَلَقَهٗ فَقَدَّرَهٗۗ;"min nuṭfah, khalaqahụ fa qaddarah";"min nuṭ fah , kha la qa hụ fa qad da rah"
80;20;ثُمَّ السَّبِيْلَ يَسَّرَهٗۙ;ṡummas-sabīla yassarah;ṡum mas sa bī la yas sa rah
80;21;ثُمَّ اَمَاتَهٗ فَاَقْبَرَهٗۙ;ṡumma amātahụ fa aqbarah;ṡum ma a mā ta hụ fa aq ba rah
80;22;ثُمَّ اِذَا شَاۤءَ اَنْشَرَهٗۗ;ṡumma iżā syā`a ansyarah;ṡum ma i żā syā `a an sya rah
80;23;كَلَّا لَمَّا يَقْضِ مَآ اَمَرَهٗۗ;kallā lammā yaqḍi mā amarah;kal lā lam mā yaq ḍi mā a ma rah
80;24;فَلْيَنْظُرِ الْاِنْسَانُ اِلٰى طَعَامِهٖٓ ۙ ;falyanẓuril-insānu ilā ṭa'āmih;fal yan ẓu ril in sā nu i lā ṭa 'ā mih
80;25;اَنَّا صَبَبْنَا الْمَاۤءَ صَبًّاۙ;annā ṣababnal-mā`a ṣabbā;an nā ṣa bab nal mā `a ṣab bā
80;26;ثُمَّ شَقَقْنَا الْاَرْضَ شَقًّاۙ;ṡumma syaqaqnal-arḍa syaqqā;ṡum ma sya qaq nal ar ḍa syaq qā
80;27;فَاَنْۢبَتْنَا فِيْهَا حَبًّاۙ;fa ambatnā fīhā ḥabbā;fa am bat nā fī hā ḥab bā
80;28;وَّعِنَبًا وَّقَضْبًاۙ;wa 'inabaw wa qaḍbā;wa 'i na baw wa qaḍ bā
80;29;وَّزَيْتُوْنًا وَّنَخْلًاۙ;wa zaitụnaw wa nakhlā;wa zai tụ naw wa nakh lā
80;30;وَّحَدَاۤئِقَ غُلْبًا;wa ḥadā`iqa gulbā;wa ḥa dā `i qa gul bā
80;31;وَفَاكِهَةً وَّاَبًّا;wa fākihataw wa abbā;wa fā ki ha taw wa ab bā
80;32;مَتَاعًا لَّكُمْ وَلِاَنْعَامِكُمْۗ;matā'al lakum wa li`an'āmikum;ma tā 'al la kum wa li `an 'ā mi kum
80;33;فَاِذَا جَاۤءَتِ الصَّاۤخَّةُ ۖ;fa iżā jā`atiṣ-ṣākhkhah;fa i żā jā `a tiṣ ṣākh khah
80;34;يَوْمَ يَفِرُّ الْمَرْءُ مِنْ اَخِيْهِۙ;yauma yafirrul-mar`u min akhīh;yau ma ya fir rul mar `u min a khīh
80;35;وَاُمِّهٖ وَاَبِيْهِۙ;wa ummihī wa abīh;wa um mi hī wa a bīh
80;36;وَصَاحِبَتِهٖ وَبَنِيْهِۗ;wa ṣāḥibatihī wa banīh;wa ṣā ḥi ba ti hī wa ba nīh
80;37;لِكُلِّ امْرِئٍ مِّنْهُمْ يَوْمَىِٕذٍ شَأْنٌ يُّغْنِيْهِۗ;likullimri`im min-hum yauma`iżin sya`nuy yugnīh;li kul lim ri `im min hum yau ma `i żin sya` nuy yug nīh
80;38;وُجُوْهٌ يَّوْمَىِٕذٍ مُّسْفِرَةٌۙ;wujụhuy yauma`iżim musfirah;wu jụ huy yau ma `i żim mus fi rah
80;39;ضَاحِكَةٌ مُّسْتَبْشِرَةٌ ۚ;ḍāḥikatum mustabsyirah;ḍā ḥi ka tum mus tab syi rah
80;40;وَوُجُوْهٌ يَّوْمَىِٕذٍ عَلَيْهَا غَبَرَةٌۙ;wa wujụhuy yauma`iżin 'alaihā gabarah;wa wu jụ huy yau ma `i żin 'a lai hā ga ba rah
80;41;تَرْهَقُهَا قَتَرَةٌ ۗ;tarhaquhā qatarah;tar ha qu hā qa ta rah
80;42;اُولٰۤىِٕكَ هُمُ الْكَفَرَةُ الْفَجَرَةُ ࣖ;ulā`ika humul-kafaratul-fajarah;u lā `i ka hu mul ka fa ra tul fa ja rah
81;1;اِذَا الشَّمْسُ كُوِّرَتْۖ;iżasy-syamsu kuwwirat;i żasy syam su kuw wi rat
81;2;وَاِذَا النُّجُوْمُ انْكَدَرَتْۖ;wa iżan-nujụmungkadarat;wa i żan nu jụ mung ka da rat
81;3;وَاِذَا الْجِبَالُ سُيِّرَتْۖ;wa iżal-jibālu suyyirat;wa i żal ji bā lu suy yi rat
81;4;وَاِذَا الْعِشَارُ عُطِّلَتْۖ;wa iżal-'isyāru 'uṭṭilat;wa i żal 'i syā ru 'uṭ ṭi lat
81;5;وَاِذَا الْوُحُوْشُ حُشِرَتْۖ;wa iżal-wuḥụsyu ḥusyirat;wa i żal wu ḥụ syu ḥu syi rat
81;6;وَاِذَا الْبِحَارُ سُجِّرَتْۖ;wa iżal-biḥāru sujjirat;wa i żal bi ḥā ru suj ji rat
81;7;وَاِذَا النُّفُوْسُ زُوِّجَتْۖ;wa iżan-nufụsu zuwwijat;wa i żan nu fụ su zuw wi jat
81;8;وَاِذَا الْمَوْءٗدَةُ سُىِٕلَتْۖ ;wa iżal-mau`ụdatu su`ilat;wa i żal mau `ụ da tu su `i lat
81;9;بِاَيِّ ذَنْۢبٍ قُتِلَتْۚ;bi`ayyi żambing qutilat;bi `ay yi żam bing qu ti lat
81;10;وَاِذَا الصُّحُفُ نُشِرَتْۖ;wa iżaṣ-ṣuḥufu nusyirat;wa i żaṣ ṣu ḥu fu nu syi rat
81;11;وَاِذَا السَّمَاۤءُ كُشِطَتْۖ;wa iżas-samā`u kusyiṭat;wa i żas sa mā `u ku syi ṭat
81;12;وَاِذَا الْجَحِيْمُ سُعِّرَتْۖ;wa iżal-jaḥīmu su''irat;wa i żal ja ḥī mu su' 'i rat
81;13;وَاِذَا الْجَنَّةُ اُزْلِفَتْۖ;wa iżal-jannatu uzlifat;wa i żal jan na tu uz li fat
81;14;عَلِمَتْ نَفْسٌ مَّآ اَحْضَرَتْۗ;'alimat nafsum mā aḥḍarat;a li mat naf sum mā aḥ ḍa rat
81;15;فَلَآ اُقْسِمُ بِالْخُنَّسِۙ;fa lā uqsimu bil-khunnas;fa lā uq si mu bil khun nas
81;16;الْجَوَارِ الْكُنَّسِۙ;al-jawāril-kunnas;al ja wā ril kun nas
81;17;وَالَّيْلِ اِذَا عَسْعَسَۙ;wal-laili iżā 'as'as;wal lai li i żā 'as 'as
81;18;وَالصُّبْحِ اِذَا تَنَفَّسَۙ;waṣ-ṣub-ḥi iżā tanaffas;waṣ ṣub ḥi i żā ta naf fas
81;19;اِنَّهٗ لَقَوْلُ رَسُوْلٍ كَرِيْمٍۙ;innahụ laqaulu rasụling karīm;in na hụ la qau lu ra sụ ling ka rīm
81;20;ذِيْ قُوَّةٍ عِنْدَ ذِى الْعَرْشِ مَكِيْنٍۙ;żī quwwatin 'inda żil-'arsyi makīn;żī quw wa tin 'in da żil 'ar syi ma kīn
81;21;مُّطَاعٍ ثَمَّ اَمِيْنٍۗ;muṭā'in ṡamma amīn;mu ṭā 'in ṡam ma a mīn
81;22;وَمَا صَاحِبُكُمْ بِمَجْنُوْنٍۚ;wa mā ṣāḥibukum bimajnụn;wa mā ṣā ḥi bu kum bi maj nụn
81;23;وَلَقَدْ رَاٰهُ بِالْاُفُقِ الْمُبِيْنِۚ;wa laqad ra`āhu bil-ufuqil-mubīn;wa la qad ra `ā hu bil u fu qil mu bīn
81;24;وَمَا هُوَ عَلَى الْغَيْبِ بِضَنِيْنٍۚ;wa mā huwa 'alal-gaibi biḍanīn;wa mā hu wa 'a lal gai bi bi ḍa nīn
81;25;وَمَا هُوَ بِقَوْلِ شَيْطٰنٍ رَّجِيْمٍۚ;wa mā huwa biqauli syaiṭānir rajīm;wa mā hu wa bi qau li syai ṭā nir ra jīm
81;26;فَاَيْنَ تَذْهَبُوْنَۗ;fa aina taż-habụn;fa ai na taż ha bụn
81;27;اِنْ هُوَ اِلَّا ذِكْرٌ لِّلْعٰلَمِيْنَۙ;in huwa illā żikrul lil-'ālamīn;in hu wa il lā żik rul lil 'ā la mīn
81;28;لِمَنْ شَاۤءَ مِنْكُمْ اَنْ يَّسْتَقِيْمَۗ;liman syā`a mingkum ay yastaqīm;li man syā `a ming kum ay yas ta qīm
81;29;وَمَا تَشَاۤءُوْنَ اِلَّآ اَنْ يَّشَاۤءَ اللّٰهُ رَبُّ الْعٰلَمِيْنَ ࣖ;wa mā tasyā`ụna illā ay yasyā`allāhu rabbul-'ālamīn;wa mā ta syā `ụ na il lā ay ya syā `all llā hu rab bul 'ā la mīn
82;1;اِذَا السَّمَاۤءُ انْفَطَرَتْۙ;iżas-samā`unfaṭarat;i żas sa mā `un fa ṭa rat
82;2;وَاِذَا الْكَوَاكِبُ انْتَثَرَتْۙ;wa iżal-kawākibuntaṡarat;wa i żal ka wā ki bun ta ṡa rat
82;3;وَاِذَا الْبِحَارُ فُجِّرَتْۙ;wa iżal-biḥāru fujjirat;wa i żal bi ḥā ru fuj ji rat
82;4;وَاِذَا الْقُبُوْرُ بُعْثِرَتْۙ;wa iżal-qubụru bu'ṡirat;wa i żal qu bụ ru bu' ṡi rat
82;5;عَلِمَتْ نَفْسٌ مَّا قَدَّمَتْ وَاَخَّرَتْۗ;'alimat nafsum mā qaddamat wa akhkharat;a li mat naf sum mā qad da mat wa akh kha rat
82;6;يٰٓاَيُّهَا الْاِنْسَانُ مَا غَرَّكَ بِرَبِّكَ الْكَرِيْمِۙ;yā ayyuhal-insānu mā garraka birabbikal-karīm;yā ay yu hal in sā nu mā gar ra ka bi rab bi kal ka rīm
82;7;الَّذِيْ خَلَقَكَ فَسَوّٰىكَ فَعَدَلَكَۙ;allażī khalaqaka fa sawwāka fa 'adalak;al la żī kha la qa ka fa saw wā ka fa 'a da lak
82;8;فِيْٓ اَيِّ صُوْرَةٍ مَّا شَاۤءَ رَكَّبَكَۗ;fī ayyi ṣụratim mā syā`a rakkabak;fī ay yi ṣụ ra tim mā syā `a rak ka bak
82;9;كَلَّا بَلْ تُكَذِّبُوْنَ بِالدِّيْنِۙ;kallā bal tukażżibụna bid-dīn;kal lā bal tu każ żi bụ na bid dīn
82;10;وَاِنَّ عَلَيْكُمْ لَحٰفِظِيْنَۙ;wa inna 'alaikum laḥāfiẓīn;wa in na 'a lai kum la ḥā fi ẓīn
82;11;كِرَامًا كَاتِبِيْنَۙ;kirāmang kātibīn;ki rā mang kā ti bīn
82;12;يَعْلَمُوْنَ مَا تَفْعَلُوْنَ;ya'lamụna mā taf'alụn;ya' la mụ na mā taf 'a lụn
82;13;اِنَّ الْاَبْرَارَ لَفِيْ نَعِيْمٍۙ;innal-abrāra lafī na'īm;in nal ab rā ra la fī na 'īm
82;14;وَّاِنَّ الْفُجَّارَ لَفِيْ جَحِيْمٍ;wa innal-fujjāra lafī jaḥīm;wa in nal fuj jā ra la fī ja ḥīm
82;15;يَصْلَوْنَهَا يَوْمَ الدِّيْنِ;yaṣlaunahā yaumad-dīn;yaṣ lau na hā yau mad dīn
82;16;وَمَا هُمْ عَنْهَا بِغَاۤىِٕبِيْنَۗ;wa mā hum 'an-hā bigā`ibīn;wa mā hum 'an hā bi gā `i bīn
82;17;وَمَآ اَدْرٰىكَ مَا يَوْمُ الدِّيْنِۙ;wa mā adrāka mā yaumud-dīn;wa mā ad rā ka mā yau mud dīn
82;18;ثُمَّ مَآ اَدْرٰىكَ مَا يَوْمُ الدِّيْنِۗ;ṡumma mā adrāka mā yaumud-dīn;ṡum ma mā ad rā ka mā yau mud dīn
82;19;يَوْمَ لَا تَمْلِكُ نَفْسٌ لِّنَفْسٍ شَيْـًٔا ۗوَالْاَمْرُ يَوْمَىِٕذٍ لِّلّٰهِ ࣖ;"yauma lā tamliku nafsul linafsin syai`ā, wal-amru yauma`iżil lillāh";"yau ma lā tam li ku naf sul li naf sin syai `ā , wal am ru yau ma `i żil lil lāh"
83;1;وَيْلٌ لِّلْمُطَفِّفِيْنَۙ;wailul lil-muṭaffifīn;wai lul lil mu ṭaf fi fīn
83;2;الَّذِيْنَ اِذَا اكْتَالُوْا عَلَى النَّاسِ يَسْتَوْفُوْنَۖ;allażīna iżaktālụ 'alan-nāsi yastaufụn;al la żī na i żak tā lụ 'a lan nā si yas tau fụn
83;3;وَاِذَا كَالُوْهُمْ اَوْ وَّزَنُوْهُمْ يُخْسِرُوْنَۗ;wa iżā kālụhum aw wazanụhum yukhsirụn;wa i żā kā lụ hum aw wa za nụ hum yukh si rụn
83;4;اَلَا يَظُنُّ اُولٰۤىِٕكَ اَنَّهُمْ مَّبْعُوْثُوْنَۙ;alā yaẓunnu ulā`ika annahum mab'ụṡụn;a lā ya ẓun nu u lā `i ka an na hum mab 'ụ ṡụn
83;5;لِيَوْمٍ عَظِيْمٍۙ;liyaumin 'aẓīm;li yau min 'a ẓīm
83;6;يَّوْمَ يَقُوْمُ النَّاسُ لِرَبِّ الْعٰلَمِيْنَۗ;yauma yaqụmun-nāsu lirabbil-'ālamīn;yau ma ya qụ mun nā su li rab bil 'ā la mīn
83;7;كَلَّآ اِنَّ كِتٰبَ الْفُجَّارِ لَفِيْ سِجِّيْنٍۗ;kallā inna kitābal-fujjāri lafī sijjīn;kal lā in na ki tā bal fuj jā ri la fī sij jīn
83;8;وَمَآ اَدْرٰىكَ مَا سِجِّيْنٌۗ;wa mā adrāka mā sijjīn;wa mā ad rā ka mā sij jīn
83;9;كِتٰبٌ مَّرْقُوْمٌۗ;kitābum marqụm;ki tā bum mar qụm
83;10;وَيْلٌ يَّوْمَىِٕذٍ لِّلْمُكَذِّبِيْنَۙ;wailuy yauma`iżil lil-mukażżibīn;wai luy yau ma `i żil lil mu każ żi bīn
83;11;الَّذِيْنَ يُكَذِّبُوْنَ بِيَوْمِ الدِّيْنِۗ;allażīna yukażżibụna biyaumid-dīn;al la żī na yu każ żi bụ na bi yau mid dīn
83;12;وَمَا يُكَذِّبُ بِهٖٓ اِلَّا كُلُّ مُعْتَدٍ اَثِيْمٍۙ;wa mā yukażżibu bihī illā kullu mu'tadin aṡīm;wa mā yu każ żi bu bi hī il lā kul lu mu' ta din a ṡīm
83;13;اِذَا تُتْلٰى عَلَيْهِ اٰيٰتُنَا قَالَ اَسَاطِيْرُ الْاَوَّلِيْنَۗ;iżā tutlā 'alaihi āyātunā qāla asāṭīrul-awwalīn;i żā tut lā 'a lai hi ā yā tu nā qā la a sā ṭī rul aw wa līn
83;14;كَلَّا بَلْ ۜرَانَ عَلٰى قُلُوْبِهِمْ مَّا كَانُوْا يَكْسِبُوْنَ ;kallā bal rāna 'alā qulụbihim mā kānụ yaksibụn;kal lā bal rā na 'a lā qu lụ bi him mā kā nụ yak si bụn
83;15;كَلَّآ اِنَّهُمْ عَنْ رَّبِّهِمْ يَوْمَىِٕذٍ لَّمَحْجُوْبُوْنَۗ;kallā innahum 'ar rabbihim yauma`iżil lamaḥjụbụn;kal lā in na hum 'ar rab bi him yau ma `i żil la maḥ jụ bụn
83;16;ثُمَّ اِنَّهُمْ لَصَالُوا الْجَحِيْمِۗ;ṡumma innahum laṣālul-jaḥīm;ṡum ma in na hum la ṣā lul ja ḥīm
83;17;ثُمَّ يُقَالُ هٰذَا الَّذِيْ كُنْتُمْ بِهٖ تُكَذِّبُوْنَۗ;ṡumma yuqālu hāżallażī kuntum bihī tukażżibụn;ṡum ma yu qā lu hā żal la żī kun tum bi hī tu każ żi bụn
83;18;كَلَّآ اِنَّ كِتٰبَ الْاَبْرَارِ لَفِيْ عِلِّيِّيْنَۗ ;kallā inna kitābal-abrāri lafī 'illiyyīn;kal lā in na ki tā bal ab rā ri la fī 'il liy yīn
83;19;وَمَآ اَدْرٰىكَ مَا عِلِّيُّوْنَۗ;wa mā adrāka mā 'illiyyụn;wa mā ad rā ka mā 'il liy yụn
83;20;كِتٰبٌ مَّرْقُوْمٌۙ;kitābum marqụm;ki tā bum mar qụm
83;21;يَّشْهَدُهُ الْمُقَرَّبُوْنَۗ;yasy-haduhul-muqarrabụn;yasy ha du hul mu qar ra bụn
83;22;اِنَّ الْاَبْرَارَ لَفِيْ نَعِيْمٍۙ;innal-abrāra lafī na'īm;in nal ab rā ra la fī na 'īm
83;23;عَلَى الْاَرَاۤىِٕكِ يَنْظُرُوْنَۙ;'alal-arā`iki yanẓurụn;a lal a rā `i ki yan ẓu rụn
83;24;تَعْرِفُ فِيْ وُجُوْهِهِمْ نَضْرَةَ النَّعِيْمِۚ;ta'rifu fī wujụhihim naḍratan na'īm;ta' ri fu fī wu jụ hi him naḍ ra tan na 'īm
83;25;يُسْقَوْنَ مِنْ رَّحِيْقٍ مَّخْتُوْمٍۙ;yusqauna mir raḥīqim makhtụm;yus qau na mir ra ḥī qim makh tụm
83;26;خِتٰمُهٗ مِسْكٌ ۗوَفِيْ ذٰلِكَ فَلْيَتَنَافَسِ الْمُتَنَافِسُوْنَۗ;"khitāmuhụ misk, wa fī żālika falyatanāfasil-mutanāfisụn";"khi tā mu hụ misk , wa fī żā li ka fal ya ta nā fa sil mu ta nā fi sụn"
83;27;وَمِزَاجُهٗ مِنْ تَسْنِيْمٍۙ;wa mizājuhụ min tasnīm;wa mi zā ju hụ min tas nīm
83;28;عَيْنًا يَّشْرَبُ بِهَا الْمُقَرَّبُوْنَۗ;'ainay yasyrabu bihal-muqarrabụn;ai nay yasy ra bu bi hal mu qar ra bụn
83;29;اِنَّ الَّذِيْنَ اَجْرَمُوْا كَانُوْا مِنَ الَّذِيْنَ اٰمَنُوْا يَضْحَكُوْنَۖ;innallażīna ajramụ kānụ minallażīna āmanụ yaḍ-ḥakụn;in nal la żī na aj ra mụ kā nụ mi nal la żī na ā ma nụ yaḍ ḥa kụn
83;30;وَاِذَا مَرُّوْا بِهِمْ يَتَغَامَزُوْنَۖ;wa iżā marrụ bihim yatagāmazụn;wa i żā mar rụ bi him ya ta gā ma zụn
83;31;وَاِذَا انْقَلَبُوْٓا اِلٰٓى اَهْلِهِمُ انْقَلَبُوْا فَكِهِيْنَۖ;wa iżangqalabū ilā ahlihimungqalabụ fakihīn;wa i żang qa la bū i lā ah li hi mung qa la bụ fa ki hīn
83;32;وَاِذَا رَاَوْهُمْ قَالُوْٓا اِنَّ هٰٓؤُلَاۤءِ لَضَاۤلُّوْنَۙ;wa iżā ra`auhum qālū inna hā`ulā`i laḍāllụn;wa i żā ra `au hum qā lū in na hā `u lā `i la ḍāl lụn
83;33;وَمَآ اُرْسِلُوْا عَلَيْهِمْ حٰفِظِيْنَۗ;wa mā ursilụ 'alaihim ḥāfiẓīn;wa mā ur si lụ 'a lai him ḥā fi ẓīn
83;34;فَالْيَوْمَ الَّذِيْنَ اٰمَنُوْا مِنَ الْكُفَّارِ يَضْحَكُوْنَۙ;fal-yaumallażīna āmanụ minal-kuffāri yaḍ-ḥakụn;fal yau mal la żī na ā ma nụ mi nal kuf fā ri yaḍ ḥa kụn
83;35;عَلَى الْاَرَاۤىِٕكِ يَنْظُرُوْنَۗ;'alal-arā`iki yanẓurụn;a lal a rā `i ki yan ẓu rụn
