id;aya;sura;transcript;created_at;updated_at
4102;43;39;"a mit ta kha żụ min dụ nil lā hi syu fa 'ā` , qul a wa lau kā nụ lā yam li kụ na syai `aw wa lā ya' qi lụn";;
4103;44;39;"qul lil la hisy sya fā 'a tu ja mī 'ā , la hụ mul kus sa mā wā ti wal arḍ , ṡum ma i lai hi tur ja 'ụn";;
4104;45;39;"wa i żā żu ki rall llā hu waḥ da husy ma `az zat qu lụ bul la żī na lā yu` mi nụ na bil ā khi rah , wa i żā żu ki ral la żī na min dụ ni hī i żā hum yas tab syi rụn";;
4105;46;39;qu lil lā hum ma fā ṭi ras sa mā wā ti wal ar ḍi 'ā li mal gai bi wasy sya hā da ti an ta taḥ ku mu bai na 'i bā di ka fī mā kā nụ fī hi yakh ta li fụn;;
4106;47;39;"wa lau an na lil la żī na ẓa la mụ mā fil ar ḍi ja mī 'aw wa miṡ la hụ ma 'a hụ laf ta dau bi hī min sū `il 'a żā bi yau mal qi yā mah , wa ba dā la hum mi nall llā hi mā lam ya kụ nụ yaḥ ta si bụn";;
4107;48;39;wa ba dā la hum say yi `ā tu mā ka sa bụ wa ḥā qa bi him mā kā nụ bi hī yas tah zi `ụn;;
4108;49;39;"fa i żā mas sal in sā na ḍur run da 'ā nā ṡum ma i żā khaw wal nā hu ni' ma tam min nā qā la in na mā ụ tī tu hụ 'a lā 'ilm , bal hi ya fit na tuw wa lā kin na ak ṡa ra hum lā ya' la mụn";;
4109;50;39;qad qā la hal la żī na ming qab li him fa mā ag nā 'an hum mā kā nụ yak si bụn;;
4110;51;39;"fa a ṣā ba hum say yi `ā tu mā ka sa bụ , wal la żī na ẓa la mụ min hā `u lā `i sa yu ṣī bu hum say yi `ā tu mā ka sa bụ wa mā hum bi mu' ji zīn";;
4111;52;39;"a wa lam ya' la mū an nall llā ha yab su ṭur riz qa li may ya syā `u wa yaq dir , in na fī żā li ka la `ā yā til li qau miy yu` mi nụn";;
4112;53;39;"qul yā 'i bā di yal la żī na as ra fụ 'a lā an fu si him lā taq na ṭụ mir raḥ ma til lāh , in nall llā ha yag fi ruż żu nụ ba ja mī 'ā , in na hụ hu wal ga fụ rur ra ḥīm";;
4113;54;39;wa a nī bū i lā rab bi kum wa as li mụ la hụ ming qab li ay ya` ti ya ku mul 'a żā bu ṡum ma lā tun ṣa rụn;;
4114;55;39;wat ta bi 'ū aḥ sa na mā un zi la i lai kum mir rab bi kum ming qab li ay ya` ti ya ku mul 'a żā bu bag ta taw wa an tum lā tasy 'u rụn;;
4115;56;39;an ta qụ la naf suy yā ḥas ra tā 'a lā mā far rat tu fī jam bil lā hi wa ing kun tu la mi nas sā khi rīn;;
4116;57;39;au ta qụ la lau an nall llā ha ha dā nī la kun tu mi nal mut ta qīn;;
4117;58;39;au ta qụ la ḥī na ta ral 'a żā ba lau an na lī kar ra tan fa a kụ na mi nal muḥ si nīn;;
4118;59;39;ba lā qad jā `at ka ā yā tī fa każ żab ta bi hā was tak bar ta wa kun ta mi nal kā fi rīn;;
4119;60;39;"wa yau mal qi yā ma ti ta ral la żī na ka ża bụ 'a lall llā hi wu jụ hu hum mus wad dah , a lai sa fī ja han na ma maṡ wal lil mu ta kab bi rīn";;
4120;61;39;wa yu naj jil lā hul la żī nat ta qau bi ma fā za ti him lā ya mas su hu mus sū `u wa lā hum yaḥ za nụn;;
4121;62;39;all llā hu khā li qu kul li syai `iw wa hu wa 'a lā kul li syai `iw wa kīl;;
4122;63;39;"la hụ ma qā lī dus sa mā wā ti wal arḍ , wal la żī na ka fa rụ bi `ā yā til lā hi u lā `i ka hu mul khā si rụn";;
4123;64;39;qul a fa gai rall llā hi ta` mu rūn nī a' bu du ay yu hal jā hi lụn;;
4124;65;39;"wa la qad ụ ḥi ya i lai ka wa i lal la żī na ming qab lik , la `in asy rak ta la yaḥ ba ṭan na 'a ma lu ka wa la ta kụ nan na mi nal khā si rīn";;
4125;66;39;ba lil lā ha fa' bud wa kum mi nasy syā ki rīn;;
4126;67;39;"wa mā qa da rull llā ha ḥaq qa qad ri hī wal ar ḍu ja mī 'ang qab ḍa tu hụ yau mal qi yā ma ti was sa mā wā tu maṭ wiy yā tum bi ya mī nih , sub ḥā na hụ wa ta 'ā lā 'am mā yusy ri kụn";;
4127;68;39;"wa nu fi kha fiṣ ṣụ ri fa ṣa 'i qa man fis sa mā wā ti wa man fil ar ḍi il lā man syā `all llāh , ṡum ma nu fi kha fī hi ukh rā fa i żā hum qi yā muy yan ẓu rụn";;
4128;69;39;wa asy ra qa til ar ḍu bi nụ ri rab bi hā wa wu ḍi 'al ki tā bu wa jī `a bin na biy yī na wasy syu ha dā `i wa qu ḍi ya bai na hum bil ḥaq qi wa hum lā yuẓ la mụn;;
4129;70;39;wa wuf fi yat kul lu naf sim mā 'a mi lat wa hu wa a' la mu bi mā yaf 'a lụn;;
4130;71;39;"wa sī qal la żī na ka fa rū i lā ja han na ma zu ma rā , ḥat tā i żā jā `ụ hā fu ti ḥat ab wā bu hā wa qā la la hum kha za na tu hā a lam ya` ti kum ru su lum ming kum yat lụ na 'a lai kum ā yā ti rab bi kum wa yun żi rụ na kum li qā `a yau mi kum hā żā , qā lụ ba lā wa lā kin ḥaq qat ka li ma tul 'a żā bi 'a lal kā fi rīn";;
4131;72;39;"qī lad khu lū ab wā ba ja han na ma khā li dī na fī hā , fa bi` sa maṡ wal mu ta kab bi rīn";;
4132;73;39;"wa sī qal la żī nat ta qau rab ba hum i lal jan na ti zu ma rā , ḥat tā i żā jā `ụ hā wa fu ti ḥat ab wā bu hā wa qā la la hum kha za na tu hā sa lā mun 'a lai kum ṭib tum fad khu lụ hā khā li dīn";;
4133;74;39;"wa qā lul ḥam du lil lā hil la żī ṣa da qa nā wa' da hụ wa au ra ṡa nal ar ḍa na ta baw wa `u mi nal jan na ti ḥai ṡu na syā` , fa ni' ma aj rul 'ā mi līn";;
4134;75;39;"wa ta ral ma lā `i ka ta ḥāf fī na min ḥau lil 'ar syi yu sab bi ḥụ na bi ḥam di rab bi him , wa qu ḍi ya bai na hum bil ḥaq qi wa qī lal ḥam du lil lā hi rab bil 'ā la mīn";;
4135;1;40;ḥā mīm;;
4136;2;40;tan zī lul ki tā bi mi nall llā hil 'a zī zil 'a līm;;
4137;3;40;"gā fi riż żam bi wa qā bi lit tau bi sya dī dil 'i qā bi żiṭ ṭaụl , lā i lā ha il lā huw , i lai hil ma ṣīr";;
4138;4;40;mā yu jā di lu fī ā yā til lā hi il lal la żī na ka fa rụ fa lā yag rur ka ta qal lu bu hum fil bi lād;;
4139;5;40;"każ ża bat qab la hum qau mu nụ ḥiw wal aḥ zā bu mim ba' di him wa ham mat kul lu um ma tim bi ra sụ li him li ya` khu żụ hu wa jā da lụ bil bā ṭi li li yud ḥi ḍụ bi hil ḥaq qa fa a khaż tu hum , fa kai fa kā na 'i qāb";;
4140;6;40;wa ka żā li ka ḥaq qat ka li ma tu rab bi ka 'a lal la żī na ka fa rū an na hum aṣ ḥā bun nār;;
4141;7;40;"al la żī na yaḥ mi lụ nal 'ar sya wa man ḥau la hụ yu sab bi ḥụ na bi ḥam di rab bi him wa yu` mi nụ na bi hī wa yas tag fi rụ na lil la żī na ā ma nụ , rab ba nā wa si' ta kul la syai `ir raḥ ma taw wa 'il man fag fir lil la żī na tā bụ wat ta ba 'ụ sa bī la ka wa qi him 'a żā bal ja ḥīm";;
4142;8;40;"rab ba nā wa ad khil hum jan nā ti 'ad ni nil la tī wa 'at ta hum wa man ṣa la ḥa min ā bā `i him wa az wā ji him wa żur riy yā ti him , in na ka an tal 'a zī zul ḥa kīm";;
4143;9;40;"wa qi hi mus say yi `āt , wa man ta qis say yi `ā ti yau ma `i żin fa qad ra ḥim tah , wa żā li ka hu wal fau zul 'a ẓīm";;
4144;10;40;in nal la żī na ka fa rụ yu nā dau na la maq tull llā hi ak ba ru mim maq ti kum an fu sa kum iż tud 'au na i lal ī mā ni fa tak fu rụn;;
4145;11;40;qā lụ rab ba nā a mat ta naṡ na tai ni wa aḥ yai ta naṡ na tai ni fa' ta raf nā bi żu nụ bi nā fa hal i lā khu rụ jim min sa bīl;;
4146;12;40;"żā li kum bi `an na hū i żā du 'i yall llā hu waḥ da hụ ka far tum , wa iy yusy rak bi hī tu` mi nụ , fal ḥuk mu lil lā hil 'a liy yil ka bīr";;
4147;13;40;"hu wal la żī yu rī kum ā yā ti hī wa yu naz zi lu la kum mi nas sa mā `i riz qā , wa mā ya ta żak ka ru il lā may yu nīb";;
4148;14;40;fad 'ull llā ha mukh li ṣī na la hud dī na wa lau ka ri hal kā fi rụn;;
4149;15;40;"ra fī 'ud da ra jā ti żul 'arsy , yul qir rụ ḥa min am ri hī 'a lā may ya syā `u min 'i bā di hī li yun żi ra yau mat ta lāq";;
4150;16;40;"yau ma hum bā ri zụn , lā yakh fā 'a lall llā hi min hum syaī` , li ma nil mul kul yaụm , lil lā hil wā ḥi dil qah hār";;
4151;17;40;"al yau ma tuj zā kul lu naf sim bi mā ka sa bat , lā ẓul mal yaụm , in nall llā ha sa rī 'ul ḥi sāb";;
4152;18;40;"wa an żir hum yau mal ā zi fa ti i żil qu lụ bu la dal ḥa nā ji ri kā ẓi mīn , mā liẓ ẓā li mī na min ḥa mī miw wa lā sya fī 'iy yu ṭā'";;
4153;19;40;ya' la mu khā `i na tal a' yu ni wa mā tukh fiṣ ṣu dụr;;
4154;20;40;"wall llā hu yaq ḍī bil ḥaqq , wal la żī na yad 'ụ na min dụ ni hī lā yaq ḍụ na bi syaī` , in nall llā ha hu was sa mī 'ul ba ṣīr";;
4155;21;40;"a wa lam ya sī rụ fil ar ḍi fa yan ẓu rụ kai fa kā na 'ā qi ba tul la żī na kā nụ ming qab li him , kā nụ hum a syad da min hum quw wa taw wa ā ṡā ran fil ar ḍi fa a kha ża hu mull llā hu bi żu nụ bi him , wa mā kā na la hum mi nall llā hi miw wāq";;
4156;22;40;"żā li ka bi `an na hum kā nat ta` tī him ru su lu hum bil bay yi nā ti fa ka fa rụ fa a kha ża hu mull llāh , in na hụ qa wiy yun sya dī dul 'i qāb";;
4157;23;40;wa la qad ar sal nā mụ sā bi `ā yā ti nā wa sul ṭā nim mu bīn;;
4158;24;40;i lā fir 'au na wa hā mā na wa qā rụ na fa qā lụ sā ḥi rung każ żāb;;
4159;25;40;"fa lam mā jā `a hum bil ḥaq qi min 'in di nā qā luq tu lū ab nā `al la żī na ā ma nụ ma 'a hụ was taḥ yụ ni sā `a hum , wa mā kai dul kā fi rī na il lā fī ḍa lāl";;
4160;26;40;"wa qā la fir 'au nu ża rụ nī aq tul mụ sā wal yad 'u rab bah , in nī a khā fu ay yu bad di la dī na kum au ay yuẓ hi ra fil ar ḍil fa sād";;
4161;27;40;wa qā la mụ sā in nī 'uż tu bi rab bī wa rab bi kum ming kul li mu ta kab bi ril lā yu` mi nu bi yau mil ḥi sāb;;
4162;28;40;"wa qā la ra ju lum mu` mi num min ā li fir 'au na yak tu mu ī mā na hū a taq tu lụ na ra ju lan ay ya qụ la rab bi yall llā hu wa qad jā `a kum bil bay yi nā ti mir rab bi kum , wa iy ya ku kā żi ban fa 'a lai hi ka żi buh , wa iy ya ku ṣā di qay yu ṣib kum ba' ḍul la żī ya 'i du kum , in nall llā ha lā yah dī man hu wa mus ri fung każ żāb";;
4163;29;40;"yā qau mi la ku mul mul kul yau ma ẓā hi rī na fil ar ḍi fa may yan ṣu ru nā mim ba` sil lā hi in jā `a nā , qā la fir 'au nu mā u rī kum il lā mā a rā wa mā ah dī kum il lā sa bī lar ra syād";;
4164;30;40;wa qā lal la żī ā ma na yā qau mi in nī a khā fu 'a lai kum miṡ la yau mil aḥ zāb;;
4165;31;40;"miṡ la da` bi qau mi nụ ḥiw wa 'ā diw wa ṡa mụ da wal la żī na mim ba' di him , wa mall llā hu yu rī du ẓul mal lil 'i bād";;
4166;32;40;wa yā qau mi in nī a khā fu 'a lai kum yau mat ta nād;;
4167;33;40;"yau ma tu wal lụ na mud bi rīn , mā la kum mi nall llā hi min 'ā ṣim , wa may yuḍ li lil lā hu fa mā la hụ min hād";;
4168;34;40;"wa la qad jā `a kum yụ su fu ming qab lu bil bay yi nā ti fa mā zil tum fī syak kim mim mā jā `a kum bih , hat tā i żā ha la ka qul tum lay yab 'a ṡall llā hu mim ba' di hī ra sụ lā , ka żā li ka yu ḍil lull llā hu man hu wa mus ri fum mur tāb ,";;
4169;35;40;"al la żī na yu jā di lụ na fī ā yā til lā hi bi gai ri sul ṭā nin a tā hum , ka bu ra maq tan 'in dall llā hi wa 'in dal la żī na ā ma nụ , ka żā li ka yaṭ ba 'ull llā hu 'a lā kul li qal bi mu ta kab bi rin jab bār";;
4170;36;40;wa qā la fir 'au nu yā hā mā nub ni lī ṣar ḥal la 'al lī ab lu gul as bāb;;
4171;37;40;"as bā bas sa mā wā ti fa aṭ ṭa li 'a i lā i lā hi mụ sā wa in nī la `a ẓun nu hụ kā żi bā , wa ka żā li ka zuy yi na li fir 'au na sū `u 'a ma li hī wa ṣud da 'a nis sa bīl , wa mā kai du fir 'au na il lā fī ta bāb";;
4172;38;40;wa qā lal la żī ā ma na yā qau mit ta bi 'ụ ni ah di kum sa bī lar ra syād;;
4173;39;40;yā qau mi in na mā hā żi hil ḥa yā tud dun yā ma tā 'uw wa in nal ā khi ra ta hi ya dā rul qa rār;;
4174;40;40;"man 'a mi la say yi `a tan fa lā yuj zā il lā miṡ la hā , wa man 'a mi la ṣā li ḥam min ża ka rin au un ṡā wa hu wa mu` mi nun fa u lā `i ka yad khu lụ nal jan na ta yur za qụ na fī hā bi gai ri ḥi sāb";;
4175;41;40;wa yā qau mi mā lī ad 'ụ kum i lan na jā ti wa tad 'ụ na nī i lan nār;;
4176;42;40;tad 'ụ na nī li `ak fu ra bil lā hi wa usy ri ka bi hī mā lai sa lī bi hī 'il muw wa a na ad 'ụ kum i lal 'a zī zil gaf fār;;
4177;43;40;lā ja ra ma an na mā tad 'ụ na nī i lai hi lai sa la hụ da' wa tun fid dun yā wa lā fil ā khi ra ti wa an na ma rad da nā i lall llā hi wa an nal mus ri fī na hum aṣ ḥā bun nār;;
4178;44;40;"fa sa taż ku rụ na mā a qụ lu la kum , wa u faw wi ḍu am rī i lall llāh , in nall llā ha ba ṣī rum bil 'i bād";;
4179;45;40;fa wa qā hull llā hu say yi `ā ti mā ma ka rụ wa ḥā qa bi `ā li fir 'au na sū `ul 'a żāb;;
4180;46;40;"an nā ru yu' ra ḍụ na 'a lai hā gu duw waw wa 'a syiy yā , wa yau ma ta qụ mus sā 'ah , ad khi lū ā la fir 'au na a syad dal 'a żāb";;
4181;47;40;wa iż ya ta ḥāj jụ na fin nā ri fa ya qụ lud du 'a fā `u lil la żī nas tak ba rū in nā kun nā la kum ta ba 'an fa hal an tum mug nụ na 'an nā na ṣī bam mi nan nār;;
4182;48;40;qā lal la żī nas tak ba rū in nā kul lun fī hā in nall llā ha qad ḥa ka ma bai nal 'i bād;;
4183;49;40;wa qā lal la żī na fin nā ri li kha za na ti ja han na mad 'ụ rab ba kum yu khaf fif 'an nā yau mam mi nal 'a żāb;;
4184;50;40;"qā lū a wa lam ta ku ta` tī kum ru su lu kum bil bay yi nāt , qā lụ ba lā , qā lụ fad 'ụ , wa mā du 'ā `ul kā fi rī na il lā fī ḍa lāl";;
4185;51;40;in nā la nan ṣu ru ru su la nā wal la żī na ā ma nụ fil ḥa yā tid dun yā wa yau ma ya qụ mul asy hād;;
4186;52;40;yau ma lā yan fa 'uẓ ẓā li mī na ma' żi ra tu hum wa la hu mul la' na tu wa la hum sū `ud dār;;
4187;53;40;wa la qad ā tai nā mụ sal hu dā wa au raṡ nā ba nī is rā `ī lal ki tāb;;
4188;54;40;hu daw wa żik rā li `u lil al bāb;;
4189;55;40;faṣ bir in na wa' dall llā hi ḥaq quw was tag fir li żam bi ka wa sab biḥ bi ḥam di rab bi ka bil 'a syiy yi wal ib kār;;
4190;56;40;"in nal la żī na yu jā di lụ na fī ā yā til lā hi bi gai ri sul ṭā nin a tā hum in fī ṣu dụ ri him il lā kib rum mā hum bi bā li gīh , fas ta 'iż bil lāh , in na hụ hu was sa mī 'ul ba ṣīr";;
4191;57;40;la khal qus sa mā wā ti wal ar ḍi ak ba ru min khal qin nā si wa lā kin na ak ṡa ran nā si lā ya' la mụn;;
4192;58;40;"wa mā yas ta wil a' mā wal ba ṣī ru wal la żī na ā ma nụ wa 'a mi luṣ ṣā li ḥā ti wa lal mu sī` , qa lī lam mā ta ta żak ka rụn";;
4193;59;40;in nas sā 'a ta la `ā ti ya tul lā rai ba fī hā wa lā kin na ak ṡa ran nā si lā yu` mi nụn;;
4194;60;40;"wa qā la rab bu ku mud 'ụ nī as ta jib la kum , in nal la żī na yas tak bi rụ na 'an 'i bā da tī sa yad khu lụ na ja han na ma dā khi rīn";;
4195;61;40;"all llā hul la żī ja 'a la la ku mul lai la li tas ku nụ fī hi wan na hā ra mub ṣi rā , in nall llā ha la żụ faḍ lin 'a lan nā si wa lā kin na ak ṡa ran nā si lā yasy ku rụn";;
4196;62;40;"żā li ku mull llā hu rab bu kum khā li qu kul li syaī` , lā i lā ha il lā hu wa fa an nā tu` fa kụn";;
4197;63;40;ka żā li ka yu` fa kul la żī na kā nụ bi `ā yā til lā hi yaj ḥa dụn;;
4198;64;40;"all llā hul la żī ja 'a la la ku mul ar ḍa qa rā raw was sa mā `a bi nā `aw wa ṣaw wa ra kum fa aḥ sa na ṣu wa ra kum wa ra za qa kum mi naṭ ṭay yi bāt , żā li ku mull llā hu rab bu kum , fa ta bā ra kall llā hu rab bul 'ā la mīn";;
4199;65;40;"hu wal ḥay yu lā i lā ha il lā hu wa fad 'ụ hu mukh li ṣī na la hud dīn , al ḥam du lil lā hi rab bil 'ā la mīn";;
4200;66;40;qul in nī nu hī tu an a' bu dal la żī na tad 'ụ na min dụ nil lā hi lam mā jā `a ni yal bay yi nā tu mir rab bī wa u mir tu an us li ma li rab bil 'ā la mīn;;
4201;67;40;"hu wal la żī kha la qa kum min tu rā bin ṡum ma min nuṭ fa tin ṡum ma min 'a la qa tin ṡum ma yukh ri ju kum ṭif lan ṡum ma li tab lu gū a syud da kum ṡum ma li ta kụ nụ syu yụ khā , wa ming kum may yu ta waf fā ming qab lu wa li tab lu gū a ja lam mu sam maw wa la 'al la kum ta' qi lụn";;
4202;68;40;"hu wal la żī yuḥ yī wa yu mīt , fa i żā qa ḍā am ran fa in na mā ya qụ lu la hụ kun fa ya kụn";;
4203;69;40;"a lam ta ra i lal la żī na yu jā di lụ na fī ā yā til lāh , an nā yuṣ ra fụn";;
4204;70;40;"al la żī na każ ża bụ bil ki tā bi wa bi mā ar sal nā bi hī ru su la nā , fa sau fa ya' la mụn";;
4205;71;40;"i żil ag lā lu fī a' nā qi him was sa lā sil , yus ḥa bụn";;
4206;72;40;fil ḥa mī mi ṡum ma fin nā ri yus ja rụn;;
4207;73;40;ṡum ma qī la la hum ai na mā kun tum tusy ri kụn;;
4208;74;40;"min dụ nil lāh , qā lụ ḍal lụ 'an nā bal lam na kun nad 'ụ ming qab lu syai `ā , ka żā li ka yu ḍil lull llā hul kā fi rīn";;
4209;75;40;żā li kum bi mā kun tum taf ra ḥụ na fil ar ḍi bi gai ril ḥaq qi wa bi mā kun tum tam ra ḥụn;;
4210;76;40;"ud khu lū ab wā ba ja han na ma khā li dī na fī hā , fa bi` sa maṡ wal mu ta kab bi rīn";;
4211;77;40;"faṣ bir in na wa' dall llā hi ḥaqq , fa im mā nu ri yan na ka ba' ḍal la żī na 'i du hum au na ta waf fa yan na ka fa i lai nā yur ja 'ụn";;
4212;78;40;"wa la qad ar sal nā ru su lam ming qab li ka min hum mang qa ṣaṣ nā 'a lai ka wa min hum mal lam naq ṣuṣ 'a laīk , wa mā kā na li ra sụ lin ay ya` ti ya bi `ā ya tin il lā bi `iż nil lāh , fa i żā jā `a am rull llā hi qu ḍi ya bil ḥaq qi wa kha si ra hu nā li kal mub ṭi lụn";;
4213;79;40;all llā hul la żī ja 'a la la ku mul an 'ā ma li tar ka bụ min hā wa min hā ta` ku lụn;;
4214;80;40;wa la kum fī hā ma nā fi 'u wa li tab lu gụ 'a lai hā ḥā ja tan fī ṣu dụ ri kum wa 'a lai hā wa 'a lal ful ki tuḥ ma lụn;;
4215;81;40;wa yu rī kum ā yā ti hī fa ay ya ā yā til lā hi tung ki rụn;;
4216;82;40;"a fa lam ya sī rụ fil ar ḍi fa yan ẓu rụ kai fa kā na 'ā qi ba tul la żī na ming qab li him , kā nū ak ṡa ra min hum wa a syad da quw wa taw wa ā ṡā ran fil ar ḍi fa mā ag nā 'an hum mā kā nụ yak si bụn";;
4217;83;40;fa lam mā jā `at hum ru su lu hum bil bay yi nā ti fa ri ḥụ bi mā 'in da hum mi nal 'il mi wa ḥā qa bi him mā kā nụ bi hī yas tah zi `ụn;;
4218;84;40;"fa lam mā ra `au ba` sa nā , qā lū ā man nā bil lā hi waḥ da hụ wa ka far nā bi mā kun nā bi hī musy ri kīn";;
4219;85;40;"fa lam ya ku yan fa 'u hum ī mā nu hum lam mā ra `au ba` sa nā , sun na tall llā hil la tī qad kha lat fī 'i bā dih , wa kha si ra hu nā li kal kā fi rụn";;
4220;1;41;ḥā mīm;;
4221;2;41;tan zī lum mi nar raḥ mā nir ra ḥīm;;
4222;3;41;ki tā bun fuṣ ṣi lat ā yā tu hụ qur `ā nan 'a ra biy yal li qau miy ya' la mụn;;
4223;4;41;"ba syī raw wa na żī rā , fa a' ra ḍa ak ṡa ru hum fa hum lā yas ma 'ụn";;
4224;5;41;wa qā lụ qu lụ bu nā fī a kin na tim mim mā tad 'ụ nā i lai hi wa fī ā żā ni nā waq ruw wa mim bai ni nā wa bai ni ka ḥi jā bun fa' mal in na nā 'ā mi lụn;;
4225;6;41;"qul in na mā a na ba sya rum miṡ lu kum yụ ḥā i lay ya an na mā i lā hu kum i lā huw wā ḥi dun fas ta qī mū i lai hi was tag fi rụh , wa wai lul lil musy ri kīn";;
4226;7;41;al la żī na lā yu` tụ naz za kā ta wa hum bil ā khi ra ti hum kā fi rụn;;
4227;8;41;in nal la żī na ā ma nụ wa 'a mi luṣ ṣā li ḥā ti la hum aj run gai ru mam nụn;;
4228;9;41;"qul a in na kum la tak fu rụ na bil la żī kha la qal ar ḍa fī yau mai ni wa taj 'a lụ na la hū an dā dā , żā li ka rab bul 'ā la mīn";;
4229;10;41;"wa ja 'a la fī hā ra wā si ya min fau qi hā wa bā ra ka fī hā wa qad da ra fī hā aq wā ta hā fī ar ba 'a ti ay yām , sa wā `al lis sā `i līn";;
4230;11;41;"ṡum mas ta wā i las sa mā `i wa hi ya du khā nun fa qā la la hā wa lil ar ḍi` ti yā ṭau 'an au kar hā , qā la tā a tai nā ṭā `i 'īn";;
4231;12;41;"fa qa ḍā hun na sab 'a sa mā wā tin fī yau mai ni wa au ḥā fī kul li sa mā `in am ra hā , wa zay yan nas sa mā `ad dun yā bi ma ṣā bī ḥa wa ḥif ẓā , żā li ka taq dī rul 'a zī zil 'a līm";;
4232;13;41;fa in a' ra ḍụ fa qul an żar tu kum ṣā 'i qa tam miṡ la ṣā 'i qa ti 'ā diw wa ṡa mụd;;
4233;14;41;"iż jā `at hu mur ru su lu mim bai ni ai dī him wa min khal fi him al lā ta' bu dū il lall llāh , qā lụ lau syā `a rab bu nā la `an za la ma lā `i ka tan fa in nā bi mā ur sil tum bi hī kā fi rụn";;2020-07-22 14:57:06
4234;15;41;"fa am mā 'ā dun fas tak ba rụ fil ar ḍi bi gai ril ḥaq qi wa qā lụ man a syad du min nā quw wah , a wa lam ya rau an nall llā hal la żī kha la qa hum hu wa a syad du min hum quw wah , wa kā nụ bi `ā yā ti nā yaj ḥa dụn";;
4235;16;41;"fa ar sal nā 'a lai him rī ḥan ṣar ṣa ran fī ay yā min na ḥi sā til li nu żī qa hum 'a żā bal khiz yi fil ḥa yā tid dun yā , wa la 'a żā bul ā khi ra ti akh zā wa hum lā yun ṣa rụn";;
4236;17;41;wa am mā ṡa mụ du fa ha dai nā hum fas ta ḥab bul 'a mā 'a lal hu dā fa a kha żat hum ṣā 'i qa tul 'a żā bil hụ ni bi mā kā nụ yak si bụn;;
4237;18;41;wa naj jai nal la żī na ā ma nụ wa kā nụ yat ta qụn;;
4238;19;41;wa yau ma yuḥ sya ru a' dā `ull llā hi i lan nā ri fa hum yụ za 'ụn;;
4239;20;41;ḥat tā i żā mā jā `ụ hā sya hi da 'a lai him sam 'u hum wa ab ṣā ru hum wa ju lụ du hum bi mā kā nụ ya' ma lụn;;
4240;21;41;"wa qā lụ li ju lụ di him li ma sya hit tum 'a lai nā , qā lū an ṭa qa nall llā hul la żī an ṭa qa kul la syai `iw wa hu wa kha la qa kum aw wa la mar ra tiw wa i lai hi tur ja 'ụn";;
4241;22;41;wa mā kun tum tas ta ti rụ na ay yasy ha da 'a lai kum sam 'u kum wa lā ab ṣā ru kum wa lā ju lụ du kum wa lā kin ẓa nan tum an nall llā ha lā ya' la mu ka ṡī ram mim mā ta' ma lụn;;
4242;23;41;wa żā li kum ẓan nu ku mul la żī ẓa nan tum bi rab bi kum ar dā kum fa aṣ baḥ tum mi nal khā si rīn;;
4243;24;41;"fa iy yaṣ bi rụ fan nā ru maṡ wal la hum , wa iy yas ta' ti bụ fa mā hum mi nal mu' ta bīn";;
4244;25;41;"wa qay yaḍ nā la hum qu ra nā `a fa zay ya nụ la hum mā bai na ai dī him wa mā khal fa hum wa ḥaq qa 'a lai hi mul qau lu fī u ma ming qad kha lat ming qab li him mi nal jin ni wal ins , in na hum kā nụ khā si rīn";;
4245;26;41;wa qā lal la żī na ka fa rụ lā tas ma 'ụ li hā żal qur `ā ni wal gau fī hi la 'al la kum tag li bụn;;
4246;27;41;fa la nu żī qan nal la żī na ka fa rụ 'a żā ban sya dī daw wa la naj zi yan na hum as wa `al la żī kā nụ ya' ma lụn;;
4247;28;41;"żā li ka ja zā `u a' dā `il lā hin nā ru la hum fī hā dā rul khuld , ja zā `am bi mā kā nụ bi `ā yā ti nā yaj ḥa dụn";;
4248;29;41;wa qā lal la żī na ka fa rụ rab ba nā a ri nal la żai ni a ḍal lā nā mi nal jin ni wal in si naj 'al hu mā taḥ ta aq dā mi nā li ya kụ nā mi nal as fa līn;;2020-07-22 14:57:06
4249;30;41;in nal la żī na qā lụ rab bu nall llā hu ṡum mas ta qā mụ ta ta naz za lu 'a lai hi mul ma lā `i ka tu al lā ta khā fụ wa lā taḥ za nụ wa ab syi rụ bil jan na til la tī kun tum tụ 'a dụn;;2020-07-22 14:57:06
4250;31;41;"naḥ nu au li yā `u kum fil ḥa yā tid dun yā wa fil ā khi rah , wa la kum fī hā mā tasy ta hī an fu su kum wa la kum fī hā mā tad da 'ụn";;
4251;32;41;nu zu lam min ga fụ rir ra ḥīm;;
4252;33;41;wa man aḥ sa nu qau lam mim man da 'ā i lall llā hi wa 'a mi la ṣā li ḥaw wa qā la in na nī mi nal mus li mīn;;
4253;34;41;"wa lā tas ta wil ḥa sa na tu wa las say yi `ah , id fa' bil la tī hi ya aḥ sa nu fa i żal la żī bai na ka wa bai na hụ 'a dā wa tung ka `an na hụ wa liy yun ḥa mīm";;
4254;35;41;"wa mā yu laq qā hā il lal la żī na ṣa ba rụ , wa mā yu laq qā hā il lā żụ ḥaẓ ẓin 'a ẓīm";;
4255;36;41;"wa im mā yan za gan na ka mi nasy syai ṭā ni naz gun fas ta 'iż bil lāh , in na hụ hu was sa mī 'ul 'a līm";;
4256;37;41;"wa min ā yā ti hil lai lu wan na hā ru wasy syam su wal qa mar , lā tas ju dụ lisy syam si wa lā lil qa ma ri was ju dụ lil lā hil la żī kha la qa hun na ing kun tum iy yā hu ta' bu dụn";;
